City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Tupa,BR,2020-04-19 01:22:23,-21.93,-50.51,65.28,75,1,6.53
304,Pacific Grove,US,2020-04-19 01:16:29,36.62,-121.92,59.0,76,28,1.99
305,Morant Bay,JM,2020-04-19 01:14:38,17.88,-76.41,84.2,70,40,9.17
306,Puerto Colombia,CO,2020-04-19 01:22:24,10.99,-74.95,80.6,83,40,6.93
307,Bethel,US,2020-04-19 01:10:22,41.37,-73.41,39.2,64,1,5.86
308,Merauke,ID,2020-04-19 01:09:28,-8.47,140.33,83.35,75,100,8.79
309,Husavik,IS,2020-04-19 01:17:59,66.04,-17.34,37.4,86,75,11.41
310,Mayo,US,2020-04-19 01:13:07,38.89,-76.51,48.0,49,1,3.36
311,Nouadhibou,MR,2020-04-19 01:22:27,20.93,-17.03,66.2,82,0,11.41
312,Dedza,MW,2020-04-19 01:22:27,-14.38,34.33,55.6,67,20,5.82
313,Vao,NC,2020-04-19 01:22:28,-22.67,167.48,76.33,69,41,9.89
314,Clyde River,CA,2020-04-19 01:13:39,70.47,-68.59,8.6,78,90,10.29
315,Padang,ID,2020-04-19 01:20:48,-0.95,100.35,78.84,76,83,3.89
316,Port Hardy,CA,2020-04-19 01:22:29,50.7,-127.42,55.4,76,20,5.82
317,Berezovyy,RU,2020-04-19 01:22:30,51.67,135.7,31.69,83,100,4.03
318,Qasigiannguit,GL,2020-04-19 01:22:30,68.82,-51.19,24.8,62,97,18.34
319,Kuandian,CN,2020-04-19 01:22:30,40.73,124.78,53.26,51,100,3.51
320,Molteno,ZA,2020-04-19 01:22:31,-31.4,26.36,53.49,28,0,5.91
321,Porto Novo,BJ,2020-04-19 01:15:36,6.5,2.6,82.4,94,40,10.29
322,Gornyy,RU,2020-04-19 01:22:32,55.12,83.91,35.71,75,10,6.98
323,Songea,TZ,2020-04-19 01:22:33,-10.68,35.65,66.2,88,5,5.82
324,Kostomuksha,RU,2020-04-19 01:22:33,64.57,30.58,29.05,96,87,8.55
325,Gouyave,GD,2020-04-19 01:22:33,12.16,-61.73,80.6,78,20,8.05
326,Sitka,US,2020-04-19 01:12:59,57.05,-135.33,53.6,71,20,4.7
327,Shimoda,JP,2020-04-19 01:22:34,34.67,138.95,66.2,55,20,13.87
328,Fort Nelson,CA,2020-04-19 01:16:43,58.81,-122.7,60.8,26,40,12.75
329,Bage,BR,2020-04-19 01:22:35,-31.33,-54.11,60.8,77,3,5.82
330,Harper,LR,2020-04-19 01:14:47,4.38,-7.72,80.28,84,100,8.84
331,Mao,ES,2020-04-19 01:19:30,39.89,4.27,62.6,93,100,14.99
332,Kayes,ML,2020-04-19 01:22:36,14.0,-11.0,91.4,27,84,11.41
333,Karpogory,RU,2020-04-19 01:15:50,64.0,44.45,27.34,98,12,2.1
334,Prince George,CA,2020-04-19 01:22:38,53.92,-122.75,57.0,30,1,8.05
335,Dongli,CN,2020-04-19 01:22:38,23.57,116.82,78.8,74,40,6.71
336,Pochutla,MX,2020-04-19 01:22:38,15.74,-96.47,84.99,79,75,5.82
337,Tateyama,JP,2020-04-19 01:22:39,34.98,139.87,69.01,46,2,8.01
338,Vera Cruz,BR,2020-04-19 01:22:39,-12.63,-41.03,69.8,100,75,6.93
339,Ostrovnoy,RU,2020-04-19 01:22:40,68.05,39.51,31.48,98,100,9.66
340,Nanortalik,GL,2020-04-19 01:18:52,60.14,-45.24,28.44,92,76,4.32
341,Carauari,BR,2020-04-19 01:14:26,-4.88,-66.9,74.34,93,85,2.06
342,Rio Grande,BR,2020-04-19 01:22:39,-32.03,-52.1,64.0,92,0,1.01
343,Alofi,NU,2020-04-19 01:13:54,-19.06,-169.92,84.2,70,34,16.11
344,Aswan,EG,2020-04-19 01:17:53,24.09,32.91,67.55,27,6,8.3
345,Kaeo,NZ,2020-04-19 01:14:07,-35.1,173.78,70.0,79,91,4.0
346,Tautira,PF,2020-04-19 01:14:35,-17.73,-149.15,87.8,70,84,9.17
347,Nan,TH,2020-04-19 01:22:44,18.83,100.67,80.6,69,47,1.68
348,Ploufragan,FR,2020-04-19 01:22:45,48.49,-2.79,50.0,11,7,2.51
349,Novouzensk,RU,2020-04-19 01:22:45,50.46,48.14,39.36,76,0,5.82
350,Denpasar,ID,2020-04-19 01:22:45,-8.65,115.22,86.0,84,20,2.24
351,Dukat,RU,2020-04-19 01:22:46,62.55,155.55,-1.03,81,100,7.0
352,Maun,BW,2020-04-19 01:22:47,-19.98,23.42,68.0,72,83,2.24
353,Moindou,NC,2020-04-19 01:22:47,-21.69,165.68,89.6,46,72,9.17
354,San Juan,AR,2020-04-19 01:19:50,-31.54,-68.54,75.22,30,0,1.03
355,Prince Rupert,CA,2020-04-19 01:21:04,54.32,-130.32,53.6,60,1,4.7
356,Aripuana,BR,2020-04-19 01:22:48,-9.17,-60.63,72.39,93,83,0.81
357,North Branch,US,2020-04-19 01:20:05,45.51,-92.98,55.0,49,100,7.0
358,Noumea,NC,2020-04-19 01:22:49,-22.28,166.46,89.6,46,74,9.17
359,Luwingu,ZM,2020-04-19 01:22:50,-10.26,29.93,61.27,66,45,7.31
360,Kahului,US,2020-04-19 01:22:50,20.89,-156.47,82.4,51,20,14.99
361,Samana,DO,2020-04-19 01:21:20,19.21,-69.34,75.63,84,11,9.53
362,Qui Nhon,VN,2020-04-19 01:13:46,13.77,109.23,78.75,82,64,5.41
363,Port Keats,AU,2020-04-19 01:18:57,-14.25,129.55,86.14,70,24,6.13
364,Shache,CN,2020-04-19 01:22:53,38.42,77.24,53.29,45,91,8.79
365,Humaita,BR,2020-04-19 01:22:53,-7.51,-63.02,73.74,89,99,1.5
366,Necochea,AR,2020-04-19 01:15:38,-38.55,-58.74,64.99,79,25,11.01
367,Southbridge,US,2020-04-19 01:22:54,42.08,-72.03,37.0,93,69,3.65
368,Vanavara,RU,2020-04-19 01:14:08,60.34,102.28,20.77,88,0,3.96
369,Proletarsk,RU,2020-04-19 01:22:55,46.7,41.72,48.54,73,94,3.33
370,Mahebourg,MU,2020-04-19 01:22:55,-20.41,57.7,77.0,78,75,13.87
371,Srednekolymsk,RU,2020-04-19 01:15:42,67.45,153.68,2.01,89,82,11.39
372,West Wendover,US,2020-04-19 01:17:58,40.74,-114.07,64.4,18,90,10.29
373,Port Lincoln,AU,2020-04-19 01:13:15,-34.73,135.87,62.51,63,63,16.31
374,Rundu,NA,2020-04-19 01:22:57,-17.93,19.77,66.2,82,79,3.36
375,Dunedin,NZ,2020-04-19 01:21:13,-45.87,170.5,54.34,63,75,11.72
376,Acari,PE,2020-04-19 01:14:11,-15.43,-74.62,73.13,60,37,3.53
377,Namatanai,PG,2020-04-19 01:13:38,-3.67,152.43,83.41,75,95,7.99
378,Maryville,US,2020-04-19 01:11:45,35.76,-83.97,55.4,43,1,4.7
379,Marsh Harbour,BS,2020-04-19 01:23:00,26.54,-77.06,80.2,77,27,9.01
380,Ereymentau,KZ,2020-04-19 01:20:38,51.62,73.1,50.27,48,95,7.63
381,Tura,IN,2020-04-19 01:13:57,25.52,90.22,67.08,86,6,3.15
382,Saint Anthony,US,2020-04-19 01:13:48,45.02,-93.22,59.0,41,20,14.99
383,Dalian,CN,2020-04-19 01:23:01,38.91,121.6,53.6,76,100,6.71
384,Vredendal,ZA,2020-04-19 01:23:02,-31.67,18.5,66.81,38,100,3.02
385,Turukhansk,RU,2020-04-19 01:19:53,65.82,87.98,38.75,77,100,16.84
386,Sagae,JP,2020-04-19 01:23:03,38.37,140.27,55.4,71,75,9.17
387,Nizhniy Kuranakh,RU,2020-04-19 01:23:03,58.84,125.49,15.1,86,93,6.76
388,Prince Albert,CA,2020-04-19 01:23:04,53.2,-105.77,35.6,47,20,13.87
389,Santiago Del Estero,AR,2020-04-19 01:23:05,-27.8,-64.26,68.9,47,0,9.19
390,Bukene,TZ,2020-04-19 01:23:06,-4.23,32.88,63.68,68,100,3.62
391,Paciran,ID,2020-04-19 01:23:07,-6.88,112.38,80.44,83,84,4.14
392,Haines Junction,CA,2020-04-19 01:20:24,60.75,-137.51,50.52,39,4,0.98
393,Uyskoye,RU,2020-04-19 01:20:01,54.38,60.0,33.87,79,56,7.4
394,Jinxiang,CN,2020-04-19 01:23:08,22.86,115.7,80.01,72,76,2.53
395,Greensburg,US,2020-04-19 01:18:40,40.3,-79.54,43.0,56,5,5.82
396,Carupano,VE,2020-04-19 01:23:09,10.67,-63.26,76.33,79,41,7.18
397,Gourcy,BF,2020-04-19 01:23:09,13.22,-2.35,88.88,26,38,7.81
398,Camocim,BR,2020-04-19 01:23:10,-2.9,-40.84,76.71,86,93,1.5
399,Fasa,IR,2020-04-19 01:23:10,28.94,53.65,48.2,100,20,1.01
400,Hamilton,US,2020-04-19 01:23:11,39.18,-84.53,50.0,61,1,6.93
401,Agadez,NE,2020-04-19 01:23:11,19.75,10.25,81.88,12,0,8.28
402,Naze,JP,2020-04-19 01:15:00,28.37,129.48,73.4,88,75,11.41
403,Kyra,RU,2020-04-19 01:23:12,49.58,111.98,30.87,57,36,15.66
404,Airai,TL,2020-04-19 01:09:19,-8.93,125.41,68.7,49,47,3.65
405,Coueron,FR,2020-04-19 01:23:13,47.22,-1.72,57.2,82,88,5.82
406,Caravelas,BR,2020-04-19 01:23:14,-17.71,-39.25,76.28,79,89,17.02
407,Rio Verde De Mato Grosso,BR,2020-04-19 01:23:14,-18.92,-54.84,72.36,73,14,2.68
408,Vilyuysk,RU,2020-04-19 01:23:14,63.76,121.62,8.82,92,58,7.96
409,Koslan,RU,2020-04-19 01:23:15,63.46,48.9,34.21,93,100,3.78
410,Maraa,BR,2020-04-19 01:22:27,-1.83,-65.37,74.17,94,65,1.45
411,Mayumba,GA,2020-04-19 01:23:16,-3.43,10.66,79.47,83,68,1.01
412,Sobolevo,RU,2020-04-19 01:19:44,54.43,31.9,34.38,82,94,8.84
413,Sioux Lookout,CA,2020-04-19 01:23:17,50.1,-91.92,32.0,58,90,10.29
414,Yaan,NG,2020-04-19 01:14:03,7.38,8.57,81.7,68,79,11.07
415,Ilam,NP,2020-04-19 01:20:56,26.92,87.92,58.66,54,5,3.33
416,Shu,KZ,2020-04-19 01:23:18,43.6,73.76,49.19,41,0,4.9
417,Wexford,IE,2020-04-19 01:23:18,52.33,-6.46,48.0,97,76,5.99
418,Sungaipenuh,ID,2020-04-19 01:23:19,-2.08,101.38,66.9,72,75,1.74
419,Santiago De Cao,PE,2020-04-19 01:23:19,-7.96,-79.24,72.93,79,18,7.76
420,Norton Shores,US,2020-04-19 01:23:20,43.17,-86.26,48.2,57,75,21.92
421,Kalemie,CD,2020-04-19 01:23:21,-5.95,29.19,72.34,66,100,3.85
422,Aguas Vermelhas,BR,2020-04-19 01:23:15,-15.75,-41.46,66.36,74,91,5.44
423,Zhangjiakou,CN,2020-04-19 01:16:53,40.81,114.88,49.6,50,100,5.48
424,Chakia,IN,2020-04-19 01:23:23,26.42,85.05,76.44,54,62,10.78
425,Loralai,PK,2020-04-19 01:23:23,30.37,68.6,59.72,26,94,1.97
426,Ucluelet,CA,2020-04-19 01:23:24,48.93,-125.55,63.0,81,75,9.17
427,Asau,RO,2020-04-19 01:16:24,46.43,26.4,41.0,64,34,2.24
428,Crestview,US,2020-04-19 01:23:24,30.76,-86.57,75.2,78,90,3.36
429,Gat,IL,2020-04-19 01:23:25,31.61,34.76,61.0,76,0,5.08
430,West Fargo,US,2020-04-19 01:21:31,46.88,-96.9,48.2,65,1,19.46
431,Broome,US,2020-04-19 01:23:26,42.25,-75.83,36.0,59,1,4.7
432,Ilulissat,GL,2020-04-19 01:19:44,69.22,-51.1,24.8,62,99,18.34
433,Biloela,AU,2020-04-19 01:23:26,-24.42,150.5,80.58,50,95,12.37
434,Beringovskiy,RU,2020-04-19 01:23:27,63.05,179.32,20.89,96,100,17.2
435,Ankang,CN,2020-04-19 01:23:27,32.68,109.02,53.87,64,0,1.36
436,Chapleau,CA,2020-04-19 01:23:28,47.84,-83.4,35.6,100,90,10.29
437,Sokolow Podlaski,PL,2020-04-19 01:23:28,52.41,22.25,34.9,77,26,4.43
438,Puerto Cabezas,NI,2020-04-19 01:20:29,14.04,-83.39,79.07,77,1,6.08
439,Zhangye,CN,2020-04-19 01:14:47,38.93,100.45,54.95,22,43,1.34
440,Felanitx,ES,2020-04-19 01:23:29,39.47,3.15,64.4,93,40,12.75
441,Coquimbo,CL,2020-04-19 01:13:31,-29.95,-71.34,59.0,87,75,4.7
442,Truckee,US,2020-04-19 01:23:30,39.33,-120.18,50.0,53,40,11.41
443,Foso,GH,2020-04-19 01:23:31,5.7,-1.29,75.6,92,56,2.62
444,Vincennes,FR,2020-04-19 01:23:32,48.85,2.43,57.99,93,90,9.17
445,Derzhavinsk,KZ,2020-04-19 01:23:34,51.1,66.32,50.09,64,86,10.04
446,San Alberto,CO,2020-04-19 01:23:34,7.76,-73.39,82.22,62,89,2.51
447,Victoria,HK,2020-04-19 01:10:27,22.29,114.16,79.0,74,76,5.99
448,Borovoy,RU,2020-04-19 01:23:35,55.43,86.08,44.6,45,13,6.71
449,Gamboma,CG,2020-04-19 01:23:36,-1.88,15.86,72.95,85,97,7.34
450,Mulanje,MW,2020-04-19 01:23:36,-16.03,35.5,66.52,76,50,6.67
451,Lagoa,PT,2020-04-19 01:23:37,39.05,-27.98,62.29,84,100,18.88
452,High Level,CA,2020-04-19 01:19:27,58.52,-117.14,53.6,32,40,4.7
453,Port-Cartier,CA,2020-04-19 01:20:09,50.03,-66.87,30.2,80,75,8.05
454,Lata,PT,2020-04-19 01:15:03,40.16,-8.33,55.99,92,20,1.01
455,Banda Aceh,ID,2020-04-19 01:16:33,5.56,95.32,79.48,78,81,3.71
456,Sambava,MG,2020-04-19 01:16:18,-14.27,50.17,73.29,86,63,9.26
457,Ilo,PE,2020-04-19 01:23:39,-17.64,-71.34,70.43,74,18,4.63
458,Great Yarmouth,GB,2020-04-19 01:23:40,52.61,1.73,46.99,96,97,5.99
459,Cuauhtemoc,MX,2020-04-19 01:23:40,28.42,-106.87,64.99,14,0,11.99
460,Chake Chake,TZ,2020-04-19 01:23:41,-5.25,39.77,79.52,87,100,21.3
461,Pasni,PK,2020-04-19 01:23:41,25.26,63.47,76.82,80,47,7.99
462,Doka,SD,2020-04-19 01:23:42,13.52,35.77,76.59,14,23,8.57
463,Geraldton,AU,2020-04-19 01:19:20,-28.77,114.6,70.0,94,75,6.93
464,Okhotsk,RU,2020-04-19 01:15:47,59.38,143.3,14.97,84,2,13.13
465,Kozan,TR,2020-04-19 01:23:43,37.46,35.82,60.01,100,15,4.7
466,Havelock,US,2020-04-19 01:23:26,34.88,-76.9,62.6,39,1,4.7
467,Nantucket,US,2020-04-19 01:12:58,41.28,-70.1,39.99,86,90,23.04
468,Aksha,RU,2020-04-19 01:23:45,50.28,113.29,29.57,69,83,9.53
469,Izumo,JP,2020-04-19 01:14:26,35.37,132.77,55.4,76,75,2.24
470,Markova,UA,2020-04-19 01:23:46,48.68,24.41,36.1,65,46,0.51
471,Manacapuru,BR,2020-04-19 01:23:47,-3.3,-60.62,75.2,94,96,3.36
472,Mandalgovi,MN,2020-04-19 01:23:47,45.76,106.27,29.98,50,55,27.81
473,Daru,PG,2020-04-19 01:19:01,-9.08,143.21,84.15,73,47,7.81
474,Naifaru,MV,2020-04-19 01:21:07,5.44,73.37,85.86,73,4,10.51
475,Impfondo,CG,2020-04-19 01:23:49,1.64,18.07,70.11,84,18,0.98
476,Borova,UA,2020-04-19 01:23:49,50.18,30.1,33.8,69,98,2.24
477,Singkang,MY,2020-04-19 01:23:50,2.1,102.8,84.2,79,20,4.7
478,Calella,ES,2020-04-19 01:23:50,41.62,2.67,60.01,87,100,1.99
479,Komatipoort,ZA,2020-04-19 01:23:51,-25.43,31.95,69.01,93,86,1.12
480,Vaasa,FI,2020-04-19 01:23:51,63.1,21.62,32.0,91,0,3.36
481,Anori,BR,2020-04-19 01:23:52,-3.77,-61.64,75.11,94,100,0.76
482,Paamiut,GL,2020-04-19 01:21:23,61.99,-49.67,26.8,92,100,17.96
483,Narsaq,GL,2020-04-19 01:23:53,60.92,-46.05,28.4,42,86,12.75
484,Bairiki,KI,2020-04-19 01:23:26,1.33,172.98,86.0,74,75,5.82
485,Sanmenxia,CN,2020-04-19 01:23:54,34.77,111.18,51.19,64,57,6.2
486,Muleba,TZ,2020-04-19 01:23:55,-1.84,31.65,68.0,94,75,3.31
487,Havoysund,NO,2020-04-19 01:19:51,71.0,24.66,35.6,93,100,27.51
488,Buin,CL,2020-04-19 01:23:56,-33.73,-70.75,69.8,60,61,6.93
489,Voh,NC,2020-04-19 01:23:56,-20.97,164.7,81.07,65,61,5.7
490,Saint George,US,2020-04-19 01:23:06,37.1,-113.58,69.8,22,1,12.75
491,Dabola,GN,2020-04-19 01:23:58,10.75,-11.12,81.72,49,94,6.02
492,Tondano,ID,2020-04-19 01:23:58,1.3,124.91,84.2,79,40,3.36
493,Tourlaville,FR,2020-04-19 01:23:59,49.64,-1.57,48.99,100,36,8.05
494,Am Timan,TD,2020-04-19 01:24:00,11.03,20.28,79.81,12,25,2.24
495,Sokoto,NG,2020-04-19 01:22:05,13.06,5.24,84.07,11,2,6.51
496,Labuan,MY,2020-04-19 01:24:00,5.28,115.24,84.2,83,75,3.36
497,Gayny,RU,2020-04-19 01:24:01,60.31,54.32,34.23,93,100,6.91
498,Maniitsoq,GL,2020-04-19 01:14:47,65.42,-52.9,24.64,96,100,18.79
499,Meulaboh,ID,2020-04-19 01:24:02,4.14,96.13,78.93,83,80,5.32
500,Hundested,DK,2020-04-19 01:19:06,55.97,11.87,37.99,85,0,3.0
501,Balakhta,RU,2020-04-19 01:15:51,55.38,91.6,36.28,73,8,9.08
502,Elizabeth City,US,2020-04-19 01:23:15,36.29,-76.25,55.4,54,1,13.87
503,Sibu,MY,2020-04-19 01:14:07,2.3,111.82,77.0,88,75,10.29
504,Sabzevar,IR,2020-04-19 01:24:05,36.21,57.68,57.63,44,15,3.29
505,Orchard Homes,US,2020-04-19 01:24:05,46.86,-114.05,54.0,43,90,16.11
506,Shingu,JP,2020-04-19 01:19:13,33.73,135.98,62.6,51,40,20.8
507,Wagar,SD,2020-04-19 01:15:53,16.15,36.2,71.28,50,38,6.44
508,Cap Malheureux,MU,2020-04-19 01:24:06,-19.98,57.61,77.0,78,75,13.87
509,Tual,ID,2020-04-19 01:24:07,-5.67,132.75,84.07,75,96,6.89
510,Sorland,NO,2020-04-19 01:24:07,67.67,12.69,40.77,91,100,11.61
511,Mount Gambier,AU,2020-04-19 01:24:08,-37.83,140.77,60.8,72,40,8.05
512,Ossora,RU,2020-04-19 01:24:08,59.24,163.07,22.05,88,0,3.96
513,Oyama,JP,2020-04-19 01:24:09,36.3,139.8,66.2,34,20,13.87
514,Boralday,KZ,2020-04-19 01:24:10,43.36,76.86,46.4,81,4,4.47
515,Tromso,NO,2020-04-19 01:14:40,69.65,18.96,39.2,86,90,13.87
516,Richha,IN,2020-04-19 01:24:11,28.7,79.52,74.61,32,3,5.41
517,Copperas Cove,US,2020-04-19 01:24:11,31.12,-97.9,59.0,87,90,3.36
518,Blagoyevo,RU,2020-04-19 01:24:11,63.37,47.92,33.58,93,100,3.6
519,Kabo,CF,2020-04-19 01:24:12,7.7,18.63,80.78,54,83,5.32
520,Sao Filipe,CV,2020-04-19 01:14:04,14.9,-24.5,71.62,73,32,19.95
521,Guaratuba,BR,2020-04-19 01:22:52,-25.88,-48.57,66.0,83,55,5.82
522,Alikalia,SL,2020-04-19 01:24:13,9.17,-11.4,73.49,80,99,4.85
523,Talnakh,RU,2020-04-19 01:15:15,69.49,88.4,35.6,74,100,35.79
524,Santa Cruz,BO,2020-04-19 01:22:01,-17.8,-63.17,68.0,60,23,5.82
525,Santa Maria,BR,2020-04-19 01:24:14,-29.68,-53.81,66.2,72,0,4.7
526,Kazachinskoye,RU,2020-04-19 01:24:15,57.7,93.28,32.0,89,1,8.99
527,Hyeres,FR,2020-04-19 01:23:51,43.12,6.12,57.0,87,99,6.91
528,Esperance,AU,2020-04-19 01:24:16,-33.87,121.9,62.6,82,75,21.92
529,Birao,CF,2020-04-19 01:14:23,10.28,22.79,77.32,14,95,0.83
530,Kembaran,ID,2020-04-19 01:24:17,-7.38,110.0,78.8,88,75,8.05
531,Vasilyevskiy Mokh,RU,2020-04-19 01:24:17,57.01,35.92,33.91,92,100,6.96
532,Olafsvik,IS,2020-04-19 01:24:18,64.89,-23.71,35.06,85,100,2.91
533,Veraval,IN,2020-04-19 01:23:35,20.9,70.37,79.72,57,26,11.7
534,Warrnambool,AU,2020-04-19 01:24:19,-38.38,142.48,59.0,77,78,8.05
535,Grebenskaya,RU,2020-04-19 01:24:19,43.53,46.37,42.8,87,100,3.02
536,Kyabe,TD,2020-04-19 01:24:19,9.45,18.94,84.74,39,69,5.73
537,Muhos,FI,2020-04-19 01:24:20,64.81,25.99,33.8,80,24,6.93
538,Bontang,ID,2020-04-19 01:24:20,0.13,117.5,81.57,75,93,5.32
539,Patiya,BD,2020-04-19 01:24:21,22.29,91.98,72.77,89,82,2.82
540,Apac,UG,2020-04-19 01:24:21,1.98,32.54,66.13,72,100,3.44
541,Elat,IL,2020-04-19 01:24:22,29.56,34.95,71.6,46,0,16.11
542,Hay River,CA,2020-04-19 01:13:14,60.82,-115.8,48.2,39,75,12.75
543,Pringsewu,ID,2020-04-19 01:23:39,-5.36,104.97,76.39,85,86,1.43
544,Trairi,BR,2020-04-19 01:24:23,-3.28,-39.27,78.87,80,38,2.15
545,Itoman,JP,2020-04-19 01:24:23,26.12,127.67,77.0,78,75,14.99
546,Kanniyakumari,IN,2020-04-19 01:24:24,8.08,77.57,83.86,71,3,2.3
547,Waipawa,NZ,2020-04-19 01:24:25,-41.41,175.52,64.4,59,3,23.04
548,Yertarskiy,RU,2020-04-19 01:24:25,56.79,64.3,37.2,77,69,5.55
549,Hervey Bay,AU,2020-04-19 01:24:25,-25.3,152.85,73.99,88,90,5.82
550,Kernersville,US,2020-04-19 01:22:28,36.12,-80.07,53.01,46,1,5.82
551,Tokur,RU,2020-04-19 01:24:26,53.13,132.9,26.04,81,100,4.63
552,San Quintin,MX,2020-04-19 01:15:30,30.48,-115.95,62.28,67,0,19.28
553,Hauterive,FR,2020-04-19 01:22:10,46.09,3.45,53.01,87,78,4.7
554,Saint-Georges,GD,2020-04-19 01:15:10,12.06,-61.75,80.6,74,20,9.17
555,Chara,RU,2020-04-19 01:24:29,56.91,118.26,13.87,73,100,8.43
556,Constitucion,CL,2020-04-19 01:23:48,-35.33,-72.42,59.36,92,69,11.05
557,Altayskoye,RU,2020-04-19 01:24:30,51.95,85.33,44.04,66,0,3.8
558,Nacala,MZ,2020-04-19 01:24:31,-14.54,40.67,76.3,88,5,10.27
559,Sinnamary,GF,2020-04-19 01:24:31,5.38,-52.95,80.01,84,67,10.65
560,Valdivia,CL,2020-04-19 01:24:32,-39.81,-73.25,59.0,87,89,6.93
561,Largs,GB,2020-04-19 01:24:32,55.8,-4.86,39.0,86,4,3.0
562,Villazon,BO,2020-04-19 01:24:33,-22.09,-65.59,50.38,21,25,5.88
563,Miri,MY,2020-04-19 01:24:34,4.41,114.01,84.2,83,75,2.24
564,Mercedes,AR,2020-04-19 01:23:49,-34.65,-59.43,64.0,83,0,8.57
565,Labuhan,ID,2020-04-19 01:14:52,-6.88,112.21,80.46,82,88,3.98
566,Batangafo,CF,2020-04-19 01:16:06,7.3,18.28,78.57,59,68,5.5
567,Kapoeta,SS,2020-04-19 01:24:36,4.77,33.59,78.58,52,100,5.44
568,Kamenka,RU,2020-04-19 01:24:36,51.32,42.77,34.0,82,0,4.0
569,Boa Vista,BR,2020-04-19 01:19:43,2.82,-60.67,77.0,73,75,13.87
570,Lobito,AO,2020-04-19 01:24:37,-12.35,13.55,78.24,86,91,4.61
571,Hirara,JP,2020-04-19 01:24:37,24.8,125.28,78.8,83,75,18.34
572,Aleksandrov Gay,RU,2020-04-19 01:24:38,50.15,48.57,40.26,80,17,5.32
573,Banjar,ID,2020-04-19 01:23:31,-8.19,114.97,86.0,84,20,2.24
