City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description,Rain (last 3 hrs),Snow (last 3 hrs)
532,532,Sumbe,AO,2020-04-19 01:16:51,-11.21,13.84,78.12,89,99,5.06,overcast clouds,0,0
534,534,Caramay,PH,2020-04-19 01:16:51,10.18,119.24,85.75,68,10,9.73,light rain,0,0
538,538,Yangjiang,CN,2020-04-19 01:16:53,21.85,111.97,80.01,67,92,5.77,light rain,0,0
543,543,Mier,MX,2020-04-19 01:16:56,26.43,-99.15,81.0,73,1,4.7,clear sky,0,0
544,544,San Juan De Los Morros,VE,2020-04-19 01:16:57,9.91,-67.35,78.75,50,82,3.76,broken clouds,0,0
546,546,Sandakan,MY,2020-04-19 01:16:58,5.84,118.12,80.6,88,40,4.7,scattered clouds,0,0
549,549,La Primavera,CO,2020-04-19 01:17:00,5.49,-70.41,80.67,73,73,4.45,moderate rain,0,0
552,552,Beira,MZ,2020-04-19 01:17:05,-19.84,34.84,75.13,84,12,12.15,light rain,0,0
559,559,Labelle,US,2020-04-19 01:16:48,26.76,-81.44,80.6,69,1,4.7,clear sky,0,0
563,563,Vila Velha,BR,2020-04-19 01:17:11,-20.33,-40.29,75.2,78,75,11.41,broken clouds,0,0
569,569,Cockburn Town,TC,2020-04-19 01:13:54,21.46,-71.14,78.6,81,42,14.81,scattered clouds,0,0
