City_ID,City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description,Rain (last 3 hrs),Snow (last 3 hrs)
441,441,Khanu Woralaksaburi,TH,2020-04-19 19:08:32,16.06,99.86,84.29,64,40,9.44,scattered clouds,0,0
442,442,Mapimi,MX,2020-04-19 19:04:57,25.82,-103.85,87.8,9,40,6.93,scattered clouds,0,0
446,446,Rio Grande,BR,2020-04-19 19:08:27,-32.03,-52.1,80.6,57,20,14.99,few clouds,0,0
447,447,Kalmunai,LK,2020-04-19 19:08:35,7.42,81.82,82.74,78,81,5.01,broken clouds,0,0
451,451,Port Keats,AU,2020-04-19 19:08:37,-14.25,129.55,81.7,73,14,2.01,few clouds,0,0
452,452,El Fuerte,MX,2020-04-19 19:08:38,26.42,-108.62,86.25,27,2,7.31,clear sky,0,0
458,458,Veraval,IN,2020-04-19 19:08:41,20.9,70.37,82.13,54,23,12.68,few clouds,0,0
464,464,Bria,CF,2020-04-19 19:04:05,6.54,21.99,78.71,56,98,7.14,overcast clouds,0,0
465,465,Huarmey,PE,2020-04-19 19:08:44,-10.07,-78.15,80.08,57,7,10.69,clear sky,0,0
466,466,Honiara,SB,2020-04-19 19:08:45,-9.43,159.95,75.2,94,20,3.36,few clouds,0,0
467,467,Bage,BR,2020-04-19 19:08:45,-31.33,-54.11,82.4,37,2,5.82,clear sky,0,0
468,468,Shenzhen,CN,2020-04-19 19:04:50,22.55,114.07,77.0,97,58,4.14,broken clouds,0,0
469,469,Yulara,AU,2020-04-19 19:08:47,-25.24,130.99,80.6,30,40,2.24,scattered clouds,0,0
471,471,Rio Cuarto,AR,2020-04-19 19:08:48,-33.13,-64.35,82.4,32,0,6.93,clear sky,0,0
472,472,Morondava,MG,2020-04-19 19:04:50,-20.28,44.28,79.57,77,0,10.98,clear sky,0,0
474,474,Sakakah,SA,2020-04-19 19:08:50,29.97,40.21,75.2,25,21,9.17,few clouds,0,0
476,476,Port Hedland,AU,2020-04-19 19:08:51,-20.32,118.57,78.8,88,92,4.7,overcast clouds,0,0
478,478,Denpasar,ID,2020-04-19 19:08:52,-8.65,115.22,78.8,100,20,1.12,few clouds,0,0
479,479,Labuhan,ID,2020-04-19 19:08:52,-6.88,112.21,80.08,81,63,1.57,broken clouds,0,0
481,481,Omboue,GA,2020-04-19 19:08:53,-1.57,9.26,80.78,82,73,4.76,light rain,0,0
484,484,Santa Maria,BR,2020-04-19 19:08:55,-29.68,-53.81,83.39,33,0,2.48,clear sky,0,0
487,487,Riyadh,SA,2020-04-19 19:05:14,24.69,46.72,80.6,30,95,6.93,overcast clouds,0,0
489,489,Cacequi,BR,2020-04-19 19:08:58,-29.88,-54.83,82.67,35,0,1.68,clear sky,0,0
490,490,Porto Walter,BR,2020-04-19 19:08:59,-8.27,-72.74,89.17,31,18,4.03,few clouds,0,0
493,493,Caravelas,BR,2020-04-19 19:06:37,-17.71,-39.25,77.41,76,74,19.39,light rain,0,0
496,496,Makakilo City,US,2020-04-19 19:06:24,21.35,-158.09,77.0,69,75,2.66,light rain,0,0
497,497,Pringsewu,ID,2020-04-19 19:09:04,-5.36,104.97,75.34,89,92,1.25,light rain,0,0
498,498,Presidencia Roque Saenz Pena,AR,2020-04-19 19:09:05,-26.79,-60.44,87.55,25,0,4.27,clear sky,0,0
505,505,Raga,SS,2020-04-19 19:09:08,8.46,25.68,83.7,12,90,0.13,overcast clouds,0,0
506,506,Ladario,BR,2020-04-19 19:09:08,-19.0,-57.6,91.4,49,40,5.82,scattered clouds,0,0
507,507,Guasdualito,VE,2020-04-19 19:09:09,7.24,-70.73,78.8,83,75,6.93,thunderstorm,0,0
508,508,Tamandare,BR,2020-04-19 19:09:09,-8.76,-35.1,83.57,73,69,10.94,light rain,0,0
511,511,Barra Do Garcas,BR,2020-04-19 19:06:10,-15.89,-52.26,84.72,58,17,4.07,few clouds,0,0
512,512,Freetown,SL,2020-04-19 19:09:12,8.48,-13.23,84.2,70,40,8.05,scattered clouds,0,0
513,513,Hobyo,SO,2020-04-19 19:09:12,5.35,48.53,85.42,70,91,11.36,overcast clouds,0,0
515,515,Monywa,MM,2020-04-19 19:08:03,22.12,95.13,89.65,33,12,4.43,few clouds,0,0
519,519,Tautira,PF,2020-04-19 19:09:15,-17.73,-149.15,84.2,70,95,19.84,light rain,0,0
521,521,Eyl,SO,2020-04-19 19:09:17,7.98,49.82,84.31,71,28,10.18,scattered clouds,0,0
525,525,Lloro,CO,2020-04-19 19:09:19,5.5,-76.55,87.8,66,40,6.93,scattered clouds,0,0
527,527,Umm Kaddadah,SD,2020-04-19 19:09:20,13.6,26.69,84.78,11,1,9.84,clear sky,0,0
528,528,Pitimbu,BR,2020-04-19 19:09:21,-7.47,-34.81,84.2,79,20,11.41,few clouds,0,0
531,531,Pisco,PE,2020-04-19 19:09:23,-13.7,-76.22,75.2,64,9,9.17,clear sky,0,0
532,532,Ler,SS,2020-04-19 19:09:23,8.3,30.14,91.65,14,86,2.48,overcast clouds,0,0
540,540,Tagusao,PH,2020-04-19 19:09:30,9.19,117.81,81.14,77,19,3.22,few clouds,0,0
546,546,Chabahar,IR,2020-04-19 19:09:32,25.29,60.64,80.96,69,55,6.98,broken clouds,0,0
549,549,Manama,BH,2020-04-19 19:05:44,26.22,50.58,78.8,78,100,9.17,light rain,0,0
555,555,Phanat Nikhom,TH,2020-04-19 19:09:36,13.45,101.18,87.01,62,36,7.05,scattered clouds,0,0
559,559,Khorixas,,2020-04-19 19:09:39,-20.37,14.97,81.68,30,62,16.62,light rain,0,0
