City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current description,Rain (last 3 hrs),Snow (last 3 hrs)
98,Ponta Do Sol,PT,2020-04-19 19:02:54,32.67,-17.1,66.0,43,24,5.99,few clouds,0,0
99,Benguela,AO,2020-04-19 19:05:03,-12.58,13.41,79.68,82,39,1.81,light rain,0,0
100,Saint-Philippe,RE,2020-04-19 19:02:12,-21.36,55.77,73.4,78,14,10.29,light rain,0,0
101,New Richmond,US,2020-04-19 19:05:04,45.12,-92.54,46.4,22,1,12.75,clear sky,0,0
102,Raybag,IN,2020-04-19 19:05:05,16.48,74.78,81.95,31,52,2.8,broken clouds,0,0
103,Kyshtovka,RU,2020-04-19 19:05:06,56.55,76.63,50.56,81,99,6.73,overcast clouds,0,0
104,Kodiak,US,2020-04-19 19:05:06,57.79,-152.41,44.6,81,75,5.82,broken clouds,0,0
105,Atuona,PF,2020-04-19 19:01:55,-9.8,-139.03,82.45,76,92,15.55,light rain,0,0
106,Nikolskoye,RU,2020-04-19 19:05:07,59.7,30.79,39.2,86,75,4.47,broken clouds,0,0
107,Avera,US,2020-04-19 19:05:07,33.19,-82.53,52.0,92,90,12.75,moderate rain,0,0
108,Wanaka,NZ,2020-04-19 19:05:08,-44.7,169.15,40.46,68,34,6.76,scattered clouds,0,0
109,Muisne,EC,2020-04-19 19:05:09,0.6,-80.03,84.2,83,40,9.17,scattered clouds,0,0
110,San Marcos,US,2020-04-19 19:05:09,33.14,-117.17,64.4,63,90,8.05,overcast clouds,0,0
111,Talnakh,RU,2020-04-19 19:02:55,69.49,88.4,39.2,69,100,24.61,light rain,0,0
112,Agirish,RU,2020-04-19 19:05:10,61.92,63.02,35.73,79,89,6.67,overcast clouds,0,0
113,Kedrovyy,RU,2020-04-19 19:05:11,56.17,91.82,33.8,34,0,6.71,clear sky,0,0
114,Vigrestad,NO,2020-04-19 19:05:12,58.57,5.7,48.2,76,0,5.82,clear sky,0,0
115,Moron,AR,2020-04-19 19:03:22,-34.65,-58.62,81.0,45,1,4.52,clear sky,0,0
116,Progreso,MX,2020-04-19 19:02:09,21.28,-89.67,100.0,32,75,26.4,broken clouds,0,0
117,Poum,NC,2020-04-19 19:05:15,-20.23,164.02,79.3,80,70,11.95,moderate rain,0,0
118,Havelock,US,2020-04-19 19:05:15,34.88,-76.9,72.0,60,90,16.11,overcast clouds,0,0
119,Manavalakurichi,IN,2020-04-19 19:05:16,8.13,77.3,86.0,70,40,4.7,haze,0,0
120,Puerto El Triunfo,SV,2020-04-19 19:05:16,13.28,-88.55,89.6,55,20,9.17,haze,0,0
121,Kununurra,AU,2020-04-19 19:05:17,-15.77,128.73,75.2,88,48,3.94,scattered clouds,0,0
122,Porkhov,RU,2020-04-19 19:05:18,57.77,29.56,39.2,69,80,4.47,light rain,0,0
123,Laguna,US,2020-04-19 19:05:19,38.42,-121.42,66.0,59,75,8.05,broken clouds,0,0
124,Salalah,OM,2020-04-19 19:02:34,17.02,54.09,82.4,69,20,6.93,few clouds,0,0
125,Leningradskiy,RU,2020-04-19 19:05:19,69.38,178.42,6.6,92,96,6.89,overcast clouds,0,0
126,Fortuna,US,2020-04-19 19:02:09,40.6,-124.16,57.99,66,90,4.7,overcast clouds,0,0
127,Mayo,US,2020-04-19 19:05:20,38.89,-76.51,63.0,54,1,17.22,clear sky,0,0
128,Riosucio,CO,2020-04-19 19:05:21,5.42,-75.7,78.8,77,75,6.93,fog,0,0
129,Naze,JP,2020-04-19 19:05:21,28.37,129.48,73.4,88,90,14.99,overcast clouds,0,0
130,Provideniya,RU,2020-04-19 19:05:22,64.38,-173.3,18.32,94,98,15.28,light snow,0,0
131,Beringovskiy,RU,2020-04-19 19:05:23,63.05,179.32,16.25,96,100,15.46,light snow,0,0
132,Lasa,IT,2020-04-19 19:05:23,46.62,10.7,55.4,62,75,2.26,broken clouds,0,0
133,Noumea,NC,2020-04-19 19:05:24,-22.28,166.46,78.01,94,90,3.36,light rain,0,0
134,Torbay,CA,2020-04-19 19:02:30,47.67,-52.73,34.0,96,90,32.21,moderate rain,0,0
135,Hovd,MN,2020-04-19 19:04:09,48.01,91.64,38.55,33,0,1.5,clear sky,0,0
136,Vallenar,CL,2020-04-19 19:05:25,-28.57,-70.76,81.79,29,0,9.42,clear sky,0,0
137,Georgetown,MY,2020-04-19 19:04:55,5.41,100.34,82.4,94,20,3.36,few clouds,0,0
138,Taltal,CL,2020-04-19 19:05:26,-25.4,-70.48,70.11,57,7,5.53,clear sky,0,0
139,Bambous Virieux,MU,2020-04-19 19:01:56,-20.34,57.76,77.0,83,75,9.17,broken clouds,0,0
140,Impfondo,CG,2020-04-19 19:02:06,1.64,18.07,74.95,82,66,2.91,light rain,0,0
141,Kuytun,RU,2020-04-19 19:05:28,54.34,101.5,25.57,80,0,5.93,clear sky,0,0
142,Charters Towers,AU,2020-04-19 19:05:28,-20.1,146.27,69.89,32,46,6.4,scattered clouds,0,0
143,Grand Gaube,MU,2020-04-19 19:05:29,-20.01,57.66,77.0,83,75,9.17,broken clouds,0,0
144,Porto Novo,BJ,2020-04-19 19:02:38,6.5,2.6,82.4,83,40,13.87,scattered clouds,0,0
145,Hami,CN,2020-04-19 19:05:30,42.8,93.45,61.9,18,99,17.94,overcast clouds,0,0
146,Hearst,CA,2020-04-19 19:01:14,49.68,-83.67,20.8,88,84,6.69,broken clouds,0,0
147,Dakar,SN,2020-04-19 19:01:02,14.69,-17.44,75.2,78,7,19.46,clear sky,0,0
148,Kirakira,SB,2020-04-19 19:03:39,-10.45,161.92,79.2,81,99,2.44,overcast clouds,0,0
149,Kavieng,PG,2020-04-19 19:05:33,-2.57,150.8,83.61,71,23,4.18,few clouds,0,0
150,Tiksi,RU,2020-04-19 19:05:34,71.69,128.87,10.02,86,86,6.93,overcast clouds,0,0
151,Nuuk,GL,2020-04-19 19:05:34,64.18,-51.72,32.0,90,77,42.5,light shower snow,0,0
152,Puerto Ayora,EC,2020-04-19 19:00:43,-0.74,-90.35,86.0,70,40,13.87,shower rain,0,0
153,Qandala,SO,2020-04-19 19:05:35,11.47,49.87,84.09,67,74,2.82,broken clouds,0,0
154,Valdivia,CL,2020-04-19 19:05:36,-39.81,-73.25,62.6,72,75,4.7,broken clouds,0,0
155,Vao,NC,2020-04-19 19:05:36,-22.67,167.48,76.24,76,96,20.8,light rain,0,0
156,Beyneu,KZ,2020-04-19 19:04:16,45.32,55.2,69.37,26,100,21.03,overcast clouds,0,0
157,Saldanha,ZA,2020-04-19 19:05:37,-33.01,17.94,60.8,82,0,12.75,clear sky,0,0
158,Abalak,RU,2020-04-19 19:05:38,58.13,68.59,39.6,74,16,4.94,few clouds,0,0
159,Akureyri,IS,2020-04-19 19:05:39,65.68,-18.09,48.2,70,20,16.11,few clouds,0,0
160,Coihaique,CL,2020-04-19 19:05:40,-45.58,-72.07,44.6,87,90,8.14,light rain,0,0
161,Deniliquin,AU,2020-04-19 19:05:41,-35.53,144.97,57.99,61,100,13.0,overcast clouds,0,0
162,Pierre,US,2020-04-19 19:05:41,44.37,-100.35,46.99,41,20,5.82,few clouds,0,0
163,Kahului,US,2020-04-19 19:02:13,20.89,-156.47,73.4,69,20,5.5,few clouds,0,0
164,Ribas Do Rio Pardo,BR,2020-04-19 19:05:42,-20.44,-53.76,81.97,54,61,5.41,broken clouds,0,0
165,Evensk,RU,2020-04-19 19:05:42,61.95,159.23,7.83,86,100,8.52,overcast clouds,0,0
166,Cidreira,BR,2020-04-19 19:02:19,-30.18,-50.21,72.5,65,0,14.12,clear sky,0,0
167,Rawson,AR,2020-04-19 19:04:28,-43.3,-65.1,65.41,28,91,19.33,overcast clouds,0,0
168,Rocha,UY,2020-04-19 19:05:44,-34.48,-54.33,74.19,57,0,8.59,clear sky,0,0
169,Katsuura,JP,2020-04-19 19:02:37,35.13,140.3,51.01,84,98,7.0,overcast clouds,0,0
170,Wladyslawowo,PL,2020-04-19 19:05:45,54.79,18.4,44.01,69,0,10.2,clear sky,0,0
171,Santa Rosa,PH,2020-04-19 19:05:45,14.31,121.11,84.2,66,40,6.93,scattered clouds,0,0
172,Aswan,EG,2020-04-19 19:05:46,24.09,32.91,76.37,22,0,4.09,clear sky,0,0
173,Cockburn Town,TC,2020-04-19 19:04:33,21.46,-71.14,78.55,79,16,14.18,few clouds,0,0
174,Portland,US,2020-04-19 19:05:47,45.52,-122.68,60.01,62,75,6.93,broken clouds,0,0
175,Lagoa,PT,2020-04-19 19:02:03,39.05,-27.98,57.97,66,14,28.3,few clouds,0,0
176,Salekhard,RU,2020-04-19 19:05:48,66.53,66.6,33.51,96,100,3.78,overcast clouds,0,0
177,Chiang Klang,TH,2020-04-19 19:05:48,19.29,100.86,83.53,40,44,1.1,scattered clouds,0,0
178,Chandla,IN,2020-04-19 19:05:49,25.08,80.2,87.85,16,93,4.7,overcast clouds,0,0
179,Guerrero Negro,MX,2020-04-19 19:02:39,27.98,-114.06,65.89,60,63,15.1,broken clouds,0,0
180,Sola,VU,2020-04-19 19:05:51,-13.88,167.55,75.2,100,20,4.79,few clouds,0,0
181,Cherskiy,RU,2020-04-19 19:03:08,68.75,161.3,-0.9,93,99,6.55,overcast clouds,0,0
182,Souillac,MU,2020-04-19 18:57:36,-20.52,57.52,77.0,83,75,9.17,broken clouds,0,0
183,Kuusamo,FI,2020-04-19 19:05:17,65.97,29.18,37.4,86,90,4.7,overcast clouds,0,0
184,Kindu,CD,2020-04-19 19:05:53,-2.95,25.95,71.56,81,98,0.98,light rain,0,0
185,Lebu,CL,2020-04-19 19:02:24,-37.62,-73.65,61.47,60,100,8.14,overcast clouds,0,0
186,Castro,BR,2020-04-19 19:00:19,-24.79,-50.01,73.99,34,2,2.82,clear sky,0,0
187,Srednekolymsk,RU,2020-04-19 19:02:31,67.45,153.68,-8.01,89,5,6.96,clear sky,0,0
188,Toamasina,MG,2020-04-19 19:05:54,-18.17,49.38,73.4,94,75,9.17,light rain,0,0
189,Kapaa,US,2020-04-19 19:00:54,22.08,-159.32,79.0,83,75,5.82,broken clouds,0,0
190,Ilulissat,GL,2020-04-19 19:05:22,69.22,-51.1,26.6,53,52,20.8,broken clouds,0,0
191,Matagami,CA,2020-04-19 19:05:58,49.75,-77.63,14.0,72,40,12.75,scattered clouds,0,0
192,Aksum,ET,2020-04-19 19:05:58,14.12,38.72,67.17,19,89,3.38,overcast clouds,0,0
193,Lundazi,ZM,2020-04-19 19:05:59,-12.29,33.18,63.95,61,95,6.78,light rain,0,0
194,Chicama,PE,2020-04-19 19:05:59,-7.84,-79.15,71.6,78,22,13.87,few clouds,0,0
195,Kidal,ML,2020-04-19 19:06:00,18.44,1.41,97.95,8,100,9.78,overcast clouds,0,0
196,Bjornevatn,NO,2020-04-19 19:06:01,69.67,29.98,35.6,94,75,20.8,broken clouds,0,0
197,Vestmanna,FO,2020-04-19 19:06:01,62.16,-7.17,46.4,81,0,11.41,clear sky,0,0
198,Maningrida,AU,2020-04-19 19:06:01,-12.07,134.27,76.87,88,4,6.93,light rain,0,0
199,Maceio,BR,2020-04-19 19:02:24,-9.67,-35.74,82.4,74,40,10.29,shower rain,0,0
200,Esperance,AU,2020-04-19 19:06:03,-33.87,121.9,51.8,93,6,6.93,clear sky,0,0
201,Port Lincoln,AU,2020-04-19 19:02:23,-34.73,135.87,63.25,74,100,21.52,light rain,0,0
202,Lichtenburg,ZA,2020-04-19 19:06:04,-26.15,26.16,66.83,26,73,5.91,broken clouds,0,0
203,Longyearbyen,SJ,2020-04-19 19:01:49,78.22,15.64,32.27,93,100,14.81,snow,0,0
204,Beisfjord,NO,2020-04-19 19:06:05,68.38,17.6,39.2,86,100,27.51,light snow,0,0
205,Zhangye,CN,2020-04-19 19:06:06,38.93,100.45,45.88,26,85,1.41,overcast clouds,0,0
206,Saint Anthony,US,2020-04-19 19:06:06,45.02,-93.22,48.0,28,1,11.41,clear sky,0,0
207,Lata,PT,2020-04-19 19:01:27,40.16,-8.33,60.01,76,9,4.0,clear sky,0,0
208,Simga,IN,2020-04-19 19:06:07,21.63,81.7,89.64,23,53,2.93,broken clouds,0,0
209,Kargat,RU,2020-04-19 19:03:33,55.2,80.28,46.69,66,68,7.14,broken clouds,0,0
